image,predicted,true
285.jpg,15.28,12.32
286.jpg,15.62,24.78
287.jpg,40.15,23.87
288.jpg,52.34,47.32
289.jpg,22.73,25.69
29.jpg,3.38,5.15
290.jpg,21.13,20.63
291.jpg,11.54,11.71
292.jpg,13.21,13.59
293.jpg,29.70,32.67
294.jpg,7.62,11.02
295.jpg,7.32,10.09
296.jpg,24.77,18.35
297.jpg,16.36,13.76
298.jpg,21.36,27.93
299.jpg,15.15,12.41
3.jpg,78.43,82.05
30.jpg,88.89,48.80
300.jpg,13.60,10.89
301.jpg,12.07,9.42
302.jpg,14.40,15.89
303.jpg,19.31,17.14
304.jpg,13.33,12.60
305.jpg,73.53,53.75
306.jpg,83.08,46.77
307.jpg,73.53,45.96
308.jpg,81.18,41.00
309.jpg,14.58,11.57
31.jpg,62.11,39.43
310.jpg,16.42,11.21
311.jpg,62.62,38.55
312.jpg,52.29,36.75
313.jpg,69.68,47.52
314.jpg,33.77,33.12
315.jpg,27.27,24.83
316.jpg,23.62,24.40
317.jpg,15.15,29.63
318.jpg,29.47,19.83
319.jpg,45.08,35.76
32.jpg,55.43,33.69
320.jpg,9.91,11.54
321.jpg,21.13,24.29
322.jpg,38.46,27.66
323.jpg,15.15,21.13
324.jpg,14.29,19.19
325.jpg,27.27,32.14
326.jpg,53.44,36.99
327.jpg,55.71,40.72
328.jpg,49.09,46.31
329.jpg,38.46,36.90
33.jpg,38.43,29.11
330.jpg,37.43,34.69
331.jpg,37.43,42.96
332.jpg,19.80,13.71
333.jpg,15.28,21.59
334.jpg,14.06,8.26
335.jpg,9.68,12.07
336.jpg,41.54,34.21
337.jpg,25.64,34.72
338.jpg,51.28,62.50
339.jpg,73.75,54.65
34.jpg,39.00,31.62
340.jpg,83.08,71.14
341.jpg,0.98,0.85
342.jpg,6.00,3.39
343.jpg,6.49,4.50
344.jpg,14.81,12.00
345.jpg,8.94,9.85
346.jpg,8.89,10.58
347.jpg,9.91,8.50
348.jpg,9.68,9.91
349.jpg,7.32,11.39
35.jpg,29.56,30.25
350.jpg,15.73,16.39
351.jpg,5.81,6.45
352.jpg,19.74,17.56
353.jpg,49.59,48.05
354.jpg,45.60,33.33
355.jpg,39.64,51.06
356.jpg,17.20,21.52
357.jpg,20.74,20.48
358.jpg,54.12,48.55
359.jpg,36.04,34.94
36.jpg,35.17,18.90
360.jpg,67.50,54.46
361.jpg,16.48,20.71
362.jpg,20.00,25.81
363.jpg,12.17,12.82
364.jpg,12.64,15.13
365.jpg,24.79,16.96
366.jpg,28.30,26.03
367.jpg,0.00,0.00
368.jpg,7.41,13.07
369.jpg,8.89,10.66
37.jpg,35.67,23.17
370.jpg,3.74,7.39
371.jpg,6.25,6.57
372.jpg,0.98,1.53
373.jpg,12.17,13.03
374.jpg,12.17,13.62
375.jpg,9.09,9.57
376.jpg,6.54,6.48
377.jpg,10.00,6.58
378.jpg,0.80,0.00
379.jpg,1.03,0.00
38.jpg,28.64,24.37
380.jpg,0.80,1.05
381.jpg,0.80,0.91
382.jpg,8.26,6.31
383.jpg,4.46,4.39
384.jpg,4.72,5.59
385.jpg,2.42,2.39
386.jpg,6.00,3.74
387.jpg,3.23,2.59
388.jpg,16.67,11.55
389.jpg,27.78,17.97
39.jpg,26.21,20.19
390.jpg,38.46,20.35
391.jpg,17.28,9.00
392.jpg,55.38,30.83
393.jpg,13.29,9.06
394.jpg,11.67,6.48
395.jpg,8.62,8.60
396.jpg,36.68,15.26
397.jpg,36.67,20.82
398.jpg,23.41,11.01
399.jpg,23.97,14.56
4.jpg,60.19,78.05
40.jpg,33.33,13.56
400.jpg,8.26,6.93
401.jpg,11.07,3.63
41.jpg,24.05,14.01
42.jpg,19.08,13.15
43.jpg,21.47,16.25
44.jpg,50.72,25.00
45.jpg,31.49,22.45
46.jpg,55.38,36.30
47.jpg,41.05,32.12
48.jpg,28.30,24.32
49.jpg,49.16,28.57
5.jpg,72.16,50.00
50.jpg,76.67,61.88
51.jpg,88.42,58.78
52.jpg,78.32,73.00
53.jpg,92.23,73.57
54.jpg,88.42,73.14
55.jpg,42.17,39.39
56.jpg,28.67,39.45
57.jpg,90.00,56.69
58.jpg,54.87,37.36
59.jpg,67.86,45.09
6.jpg,71.56,56.62
60.jpg,70.80,55.10
61.jpg,80.00,58.38
62.jpg,78.00,52.74
63.jpg,78.26,58.72
64.jpg,41.05,28.04
65.jpg,25.47,23.89
66.jpg,35.15,21.47
67.jpg,27.81,26.34
68.jpg,32.20,33.33
69.jpg,14.29,13.33
7.jpg,64.24,72.22
70.jpg,22.93,33.83
71.jpg,21.13,36.47
72.jpg,81.03,45.10
73.jpg,28.00,30.00
74.jpg,69.41,34.35
75.jpg,72.44,42.50
76.jpg,63.53,33.03
77.jpg,70.75,37.42
78.jpg,69.41,44.53
79.jpg,53.60,39.66
8.jpg,59.41,65.83
80.jpg,32.61,27.59
81.jpg,61.04,30.63
82.jpg,34.88,24.57
83.jpg,28.90,18.37
84.jpg,28.18,21.80
85.jpg,28.31,21.54
86.jpg,38.46,23.72
87.jpg,58.33,38.33
88.jpg,76.09,85.29
89.jpg,86.08,73.40
9.jpg,20.74,34.25
90.jpg,69.44,79.12
91.jpg,42.25,47.95
92.jpg,60.00,49.65
93.jpg,65.00,53.90
94.jpg,73.95,63.03
95.jpg,70.53,59.81
96.jpg,50.49,66.67
97.jpg,82.35,67.77
98.jpg,83.78,66.41
99.jpg,61.01,41.00
